0,1,2
rxn01643_c1,0,rxn01643_c1: cpd00006_c1 + cpd00009_c1 + cpd00346_c1 <=> cpd00005_c1 + cpd00067_c1 + cpd01977_c1
rxn02831_c1,0,rxn02831_c1: cpd00002_c1 + cpd00010_c1 + cpd01772_c1 --> cpd00012_c1 + cpd00018_c1 + cpd02021_c1
rxn00649_c1,0,rxn00649_c1: cpd00239_c1 + cpd00722_c1 --> cpd00029_c1 + cpd00067_c1 + cpd00084_c1
rxn06437_c1,0,rxn06437_c1: cpd00002_c1 + cpd00053_c1 + cpd11911_c1 --> cpd00012_c1 + cpd00018_c1 + cpd00067_c1 + cpd12060_c1
rxn03031_c1,0.607478881,rxn03031_c1: cpd00001_c1 + cpd00078_c1 + cpd02465_c1 --> cpd00010_c1 + cpd02724_c1
TDMAT6_c1,0.042731739,TDMAT6_c1: 2ttdeacp-c_c1 + cpd00004_c1 + cpd00067_c1 --> cpd00003_c1 + cpd11475_c1
rxn05119_c1,0,rxn05119_c1: cpd00003_c1 + cpd00041_c1 --> cpd00004_c1 + 2.0 cpd00067_c1 + cpd03470_c1
rxn00260_c1,-4.226139851,rxn00260_c1: cpd00024_c1 + cpd00041_c1 <=> cpd00023_c1 + cpd00032_c1
rxn05467_c1,-190.0789551,rxn05467_c1: cpd00011_e0 <=> cpd00011_c1
rxn00727_c1,0.077382467,rxn00727_c1: cpd00053_c1 + cpd00216_c1 --> cpd00020_c1 + cpd00023_c1 + cpd00067_c1 + cpd00093_c1
rxn00077_c1,5.15E-07,rxn00077_c1: cpd00002_c1 + cpd00003_c1 --> cpd00006_c1 + cpd00008_c1 + cpd00067_c1
rxn30054_c1,0,rxn30054_c1: cpd00001_c1 + cpd02720_c1 --> cpd00009_c1 + cpd29668_c1
HEMAT2_c1,0,HEMAT2_c1: 2theacp-c_c1 + cpd00004_c1 + cpd00067_c1 --> cpd00003_c1 + cpd11472_c1
rxn02484_c1,0,rxn02484_c1: cpd00002_c1 + cpd00939_c1 --> cpd00008_c1 + cpd00067_c1 + cpd02775_c1
GLUSz_c1,0,GLUSz_c1: cpd00024_c1 + cpd00053_c1 + 2.0 cpd00067_c1 + fdxr-4-COLON-2-c_c1 <=> 2.0 cpd00023_c1 + fdxo-4-COLON-2-c_c1
rxn01678_c1,0.041380211,rxn01678_c1: cpd00002_c1 + cpd00978_c1 <=> cpd00008_c1 + cpd00358_c1
rxn05559_c1,0,rxn05559_c1: cpd00047_e0 + cpd00067_e0 <=> cpd00047_c1 + cpd00067_c1
CYOR1m_c1,0,CYOR1m_c1: 2.0 cpd00109_c1 + cpd23255_c1 --> cpd00067_c1 + cpd00067_e0 + 2.0 cpd00110_c1 + cpd11606_c1
rxn15167_c1,0.124671752,rxn15167_c1: cpd00054_c1 + cpd00135_c1 --> cpd00001_c1 + cpd19019_c1
FNOR_c1,0,FNOR_c1: cpd00006_c1 + cpd00067_c1 + fdxr-4-COLON-2-c_c1 --> cpd00005_c1 + fdxo-4-COLON-2-c_c1
rxn01517_c1,0,rxn01517_c1: cpd00002_c1 + cpd00299_c1 --> cpd00008_c1 + cpd00978_c1
rxn00364_c1,0,rxn00364_c1: cpd00002_c1 + cpd00046_c1 <=> cpd00008_c1 + cpd00096_c1
rxn03951_c1,0,rxn03951_c1: cpd00003_c1 + cpd03607_c1 --> cpd00004_c1 + cpd00067_c1 + cpd04539_c1
rxn01219_c1,0,rxn01219_c1: cpd00002_c1 + cpd00206_c1 <=> cpd00008_c1 + cpd00533_c1
rxn30066_c1,0,rxn30066_c1: cpd00054_c1 + cpd29667_c1 --> cpd00001_c1 + cpd00065_c1 + cpd00102_c1
HHYHL2_c1,13.05235,HHYHL2_c1: 3hhacp-c_c1 --> 2theacp-c_c1 + cpd00001_c1
rxn04142_c1,0,rxn04142_c1: cpd03282_c1 --> cpd00033_c1 + cpd00071_c1
rxn05305_c1,0.095802637,rxn05305_c1: cpd00039_c1 + cpd00067_e0 --> cpd00039_e0 + cpd00067_c1
OCTT_c1,0,OCTT_c1: cpd00113_c1 + cpd02557_c1 --> cpd00012_c1 + nondp-c_c1
rxn02898_c1,0,rxn02898_c1: cpd02021_c1 --> cpd00010_c1 + cpd02295_c1
MCMAT4_c1,0,MCMAT4_c1: cpd00067_c1 + malacp-c_c1 + octacp-c_c1 --> 3oxdeacp-c_c1 + acp-c_c1 + cpd00011_c1
rxn30032_c1,0,rxn30032_c1: cpd00001_c1 + 4.0 cpd00689_c1 --> cpd00755_c1 + 4.0 cpd19013_c1
rxn00611_c1,0,rxn00611_c1: cpd00003_c1 + cpd00080_c1 --> cpd00004_c1 + cpd00067_c1 + cpd00095_c1
rxn10036_c1,0.553138612,rxn10036_c1: 13.0 cpd00005_c1 + cpd00022_c1 + 19.0 cpd00067_c1 + 7.0 cpd00070_c1 --> 6.0 cpd00001_c1 + 13.0 cpd00006_c1 + 8.0 cpd00010_c1 + 7.0 cpd00011_c1 + cpd15237_c1
rxn02269_c1,0,rxn02269_c1: cpd00003_c1 + cpd00010_c1 + cpd00508_c1 --> cpd00004_c1 + cpd00011_c1 + cpd00760_c1
rxn02374_c1,0.300931815,rxn02374_c1: cpd00858_c1 <=> cpd00001_c1 + cpd00067_c1 + cpd02431_c1
rxn00143_c1,0,rxn00143_c1: cpd00001_c1 + cpd00019_c1 --> cpd00128_c1 + cpd02227_c1
rxn00248_c1,-91.23755413,rxn00248_c1: cpd00003_c1 + cpd00130_c1 <=> cpd00004_c1 + cpd00032_c1 + cpd00067_c1
rxn01644_c1,0.607478881,rxn01644_c1: cpd00020_c1 + cpd00346_c1 --> 2.0 cpd00001_c1 + cpd00067_c1 + cpd02120_c1
LEUD_c1,0,LEUD_c1: cpd00001_c1 + cpd00003_c1 + leu-D-c_c1 --> cpd00004_c1 + cpd00067_c1 + cpd00200_c1 + cpd19013_c1
OCMAT3_c1,0,OCMAT3_c1: 2toceacp-c_c1 + cpd00004_c1 + cpd00067_c1 --> cpd00003_c1 + octacp-c_c1
rxn10620_c1,0,rxn10620_c1: cpd00038_c1 + cpd00939_c1 --> cpd00031_c1 + cpd00067_c1 + cpd02775_c1
HDH2_c1,0,HDH2_c1: 2.0 cpd00067_c1 + cpd11606_c1 + cpd11640_c1 --> 2.0 cpd00067_e0 + cpd23255_c1
rxn00293_c1,0,rxn00293_c1: cpd00062_c1 + cpd00067_c1 + cpd02611_c1 --> cpd00012_c1 + cpd00037_c1
rxn06081_c1,0,rxn06081_c1: cpd11427_c1 + cpd11652_c1 --> cpd00046_c1 + cpd00067_c1 + cpd12801_c1
rxn00704_c1,-1.873230958,rxn00704_c1: cpd00089_c1 <=> cpd00079_c1
rxn11544_c1,0,rxn11544_c1: cpd00001_c1 + 2.0 cpd00002_c1 + 2.0 cpd00053_c1 + cpd03832_c1 --> 2.0 cpd00008_c1 + cpd00012_c1 + 2.0 cpd00023_c1 + cpd00067_c1 + cpd03913_c1
rxn13731_c1,0,rxn13731_c1: cpd00220_c1 --> cpd01997_c1 + cpd17036_c1
HDEHL4_c1,13.05235,HDEHL4_c1: 3hdeacp-c_c1 --> 2tdeacp-c_c1 + cpd00001_c1
rxn03150_c1,0,rxn03150_c1: cpd00001_c1 + cpd02904_c1 --> cpd00009_c1 + cpd03423_c1
rxn30064_c1,0.276298802,rxn30064_c1: cpd00161_c1 --> cpd00094_c1 + cpd19013_c1
HDDHL5_c1,13.05235,HDDHL5_c1: 3hddacp-c_c1 --> 2tddacp-c_c1 + cpd00001_c1
KARA1_c1,-1.338957778,KARA1_c1: cpd00006_c1 + cpd19030_c1 <=> cpd00005_c1 + cpd00067_c1 + cpd00668_c1
rxn33164_c1,1.338957778,rxn33164_c1: 2.0 cpd00020_c1 + cpd00067_c1 --> cpd00011_c1 + cpd00668_c1
CODH_c1,0,CODH_c1: CO-c_c1 + cpd00001_c1 + fdxo-4-COLON-2-c_c1 --> cpd00011_c1 + 2.0 cpd00067_c1 + fdxr-4-COLON-2-c_c1
DEMAT4_c1,0,DEMAT4_c1: 2tdeacp-c_c1 + cpd00004_c1 + cpd00067_c1 --> cpd00003_c1 + decacp-c_c1
rxn00410_c1,0,rxn00410_c1: cpd00002_c1 + cpd00013_c1 + cpd00062_c1 --> cpd00008_c1 + cpd00009_c1 + cpd00052_c1 + cpd00067_c1
rxn30041_c1,0,rxn30041_c1: cpd00001_c1 + cpd00133_c1 --> cpd00218_c1 + cpd19013_c1
CA2abc1_c1,0,CA2abc1_c1: cpd00001_c1 + cpd00002_c1 + cpd29674_c1 --> cpd00008_c1 + cpd00009_c1 + cpd00067_c1 + cpd29674_e0
PSULF_e0,0,PSULF_e0: cpd00074_e0 + cpd00239_e0 <=> 2.0 cpd00067_e0 + ss-e_e0
rxn01673_c1,0.041380211,rxn01673_c1: cpd00002_c1 + cpd00533_c1 <=> cpd00008_c1 + cpd00356_c1
EPPP_c1,0,EPPP_c1: cpd00001_c1 + polypi-c_c1 --> cpd00009_c1 + 2.0 cpd00067_c1
MCMAT2_c1,13.05235,MCMAT2_c1: butacp-c_c1 + cpd00067_c1 + malacp-c_c1 --> 3oxhacp-c_c1 + acp-c_c1 + cpd00011_c1
rxn02288_c1,0,rxn02288_c1: 4.0 cpd00067_c1 + cpd00774_c1 --> 4.0 cpd00011_c1 + cpd02083_c1
rxn02213_c1,0.517316121,rxn02213_c1: cpd00699_c1 <=> cpd00001_c1 + cpd01716_c1
rxn04945_c1,0,rxn04945_c1: cpd00006_c1 + cpd00027_c1 --> cpd00005_c1 + cpd00067_c1 + cpd00170_c1
rxn02305_c1,0,rxn02305_c1: cpd00067_c1 + cpd02654_c1 + cpd02894_c1 --> cpd00012_c1 + cpd00793_c1
PC20M_c1,0,PC20M_c1: cpd00017_c1 + cpd03426_c1 --> cpd00019_c1 + cpd00067_c1 + cpd03420_c1
rxn05313_c1,0,rxn05313_c1: cpd00009_e0 + 3.0 cpd00971_e0 <=> cpd00009_c1 + 3.0 cpd00971_c1
rxn00789_c1,0.128970778,rxn00789_c1: cpd00002_c1 + cpd00103_c1 --> cpd00012_c1 + cpd01775_c1
SHCHD_c1,0,SHCHD_c1: cpd00006_c1 + cpd03426_c1 --> cpd00005_c1 + 2.0 cpd00067_c1 + cpd15658_c1
rxn00141_c1,0,rxn00141_c1: cpd00001_c1 + cpd00019_c1 <=> cpd00135_c1 + cpd00182_c1
rxn05605_c1,0,rxn05605_c1: cpd00067_e0 + cpd00130_e0 <=> cpd00067_c1 + cpd00130_c1
rxn30322_c1,0,rxn30322_c1: cpd00113_c1 + cpd19241_c1 --> cpd00012_c1 + cpd02229_c1
rxn01512_c1,0.041380211,rxn01512_c1: cpd00002_c1 + cpd00297_c1 <=> cpd00008_c1 + cpd00357_c1
rxn09997_c1,0,rxn09997_c1: cpd00001_c1 + cpd02140_c1 --> 0.5 cpd00007_c1 + cpd00009_c1 + cpd00229_c1 + cpd00939_c1
rxn01255_c1,0.517316121,rxn01255_c1: cpd00932_c1 --> cpd00009_c1 + cpd00216_c1
rxn08173_c1,0,rxn08173_c1: cpd00008_c1 + cpd00009_c1 + 4.0 cpd00067_e0 --> cpd00001_c1 + cpd00002_c1 + 3.0 cpd00067_c1
rxn10453_c1,0,rxn10453_c1: cpd00001_c1 + cpd00002_c1 + cpd01012_e0 --> cpd00008_c1 + cpd00009_c1 + cpd00067_c1 + cpd01012_c1
NADH5_c1,0,NADH5_c1: cpd00004_c1 + 3.0 cpd00067_c1 + cpd11606_c1 --> cpd00003_c1 + 2.0 cpd00067_e0 + cpd23255_c1
rxn02277_c1,0,rxn02277_c1: cpd00002_c1 + cpd00011_c1 + cpd00764_c1 --> cpd00008_c1 + cpd00009_c1 + 3.0 cpd00067_c1 + cpd01311_c1
rxn30333_c1,0,rxn30333_c1: cpd00020_c1 + cpd00067_c1 + cpd00094_c1 --> cpd00011_c1 + cpd19045_c1
rxn30075_c1,0,rxn30075_c1: cpd00001_c1 + cpd00003_c1 + cpd00023_c1 <-- cpd00004_c1 + cpd00024_c1 + cpd00067_c1 + cpd19013_c1
rxn05555_c1,0,rxn05555_c1: cpd00001_c1 + cpd00002_c1 + cpd10515_e0 --> cpd00008_c1 + cpd00009_c1 + cpd00067_c1 + cpd10515_c1
rxn00790_c1,0.316886941,rxn00790_c1: cpd00001_c1 + cpd00053_c1 + cpd00103_c1 --> cpd00012_c1 + cpd00023_c1 + cpd01982_c1
rxn01466_c1,0,rxn01466_c1: cpd00113_c1 + cpd00283_c1 --> cpd00012_c1 + cpd00350_c1
rxn00014_c1,0,rxn00014_c1: cpd00025_c1 + 2.0 cpd00067_c1 + 2.0 cpd00110_c1 --> 2.0 cpd00001_c1 + 2.0 cpd00109_c1
rxn00117_c1,0.344247477,rxn00117_c1: cpd00002_c1 + cpd00014_c1 <=> cpd00008_c1 + cpd00062_c1
rxn03137_c1,0.445857719,rxn03137_c1: cpd00201_c1 + cpd02851_c1 <=> cpd00087_c1 + cpd02884_c1
rxn05211_c1,0,rxn05211_c1: cpd00067_e0 + cpd00137_e0 <=> cpd00067_c1 + cpd00137_c1
rxn01513_c1,0.041380211,rxn01513_c1: cpd00002_c1 + cpd00298_c1 <=> cpd00008_c1 + cpd00297_c1
HTDHL6_c1,13.05235,HTDHL6_c1: 3htdacp-c_c1 --> 2ttdeacp-c_c1 + cpd00001_c1
rxn00198_c1,0.203983842,rxn00198_c1: cpd00006_c1 + cpd00260_c1 <=> cpd00005_c1 + cpd00011_c1 + cpd00024_c1
rxn05244_c1,0,rxn05244_c1: cpd00067_e0 + cpd00322_e0 <=> cpd00067_c1 + cpd00322_c1
HOCHL3_c1,13.05235,HOCHL3_c1: 3hocacp-c_c1 --> 2toceacp-c_c1 + cpd00001_c1
rxn00909_c1,0,rxn00909_c1: cpd00067_c1 + cpd00125_c1 + cpd00982_c1 --> cpd00015_c1 + cpd00345_c1
rxn09240_c1,0.333891014,rxn09240_c1: cpd00001_c1 + cpd00002_c1 + cpd00038_c1 + cpd00048_c1 --> cpd00009_c1 + cpd00012_c1 + cpd00031_c1 + cpd00193_c1
GLNSP3_c1,0,GLNSP3_c1: cpd00002_c1 + cpd00013_c1 + cpd22495_c1 --> cpd00008_c1 + cpd00009_c1 + cpd03496_c1
rxn29991_c1,0.402675429,rxn29991_c1: cpd00002_c1 + cpd00041_c1 + cpd00274_c1 --> cpd00012_c1 + cpd00018_c1 + cpd00067_c1 + cpd29673_c1
rxn05233_c1,0.041380211,rxn05233_c1: cpd00031_c1 + cpd11421_c1 --> cpd00001_c1 + cpd00295_c1 + cpd11420_c1
rxn00371_c1,0,rxn00371_c1: cpd00003_c1 + cpd00047_c1 --> cpd00004_c1 + cpd00011_c1
FOMETR_c1,0,FOMETR_c1: 5fothf-c_c1 + cpd00067_c1 <=> cpd00001_c1 + cpd00347_c1
rxn06043_c1,0,rxn06043_c1: cpd00052_c1 + cpd00067_c1 + cpd11422_c1 --> cpd00012_c1 + cpd11427_c1
MCMAT3_c1,13.05235,MCMAT3_c1: cpd00067_c1 + cpd11472_c1 + malacp-c_c1 --> 3oxocacp-c_c1 + acp-c_c1 + cpd00011_c1
PPA__DASH__1_c1,3.733350332,PPA__DASH__1_c1: cpd00001_c1 + cpd00012_c1 --> 2.0 cpd00009_c1 + cpd00067_e0
rxn02212_c1,0.517316121,rxn02212_c1: cpd02857_c1 --> cpd00009_c1 + cpd00699_c1
rxn03534_c1,0,rxn03534_c1: cpd00001_c1 + cpd00017_c1 + cpd03839_c1 --> cpd00019_c1 + cpd00029_c1 + cpd00067_c1 + cpd03761_c1
rxn00337_c1,1.879910722,rxn00337_c1: cpd00002_c1 + cpd00041_c1 <=> cpd00008_c1 + cpd01977_c1
BTMAT1_c1,0,BTMAT1_c1: 2beacp-c_c1 + cpd00004_c1 + cpd00067_c1 --> butacp-c_c1 + cpd00003_c1
rxn01116_c1,-0.80192486,rxn01116_c1: cpd00171_c1 <=> cpd00198_c1
rxn00119_c1,0,rxn00119_c1: cpd00002_c1 + cpd00091_c1 --> cpd00008_c1 + cpd00014_c1
rxn00503_c1,0,rxn00503_c1: 2.0 cpd00001_c1 + cpd00003_c1 + cpd02431_c1 --> cpd00004_c1 + cpd00023_c1 + cpd00067_c1
rxn00549_c1,2.84080182,rxn00549_c1: cpd00001_c1 + cpd00290_c1 --> cpd00009_c1 + cpd00072_c1
rxn00641_c1,0,rxn00641_c1: cpd00038_c1 + cpd00067_c1 + cpd00485_c1 --> cpd00012_c1 + cpd00083_c1
HSAT_c1,0.333891014,HSAT_c1: cpd00022_c1 + cpd00227_c1 <=> achms-c_c1 + cpd00010_c1
rxn00211_c1,0,rxn00211_c1: cpd00001_c1 + 2.0 cpd00003_c1 + cpd00026_c1 <=> 2.0 cpd00004_c1 + 3.0 cpd00067_c1 + cpd00144_c1
rxn01256_c1,0.439933654,rxn01256_c1: cpd00216_c1 --> cpd00219_c1
rxn03910_c1,0,rxn03910_c1: cpd08288_c1 --> cpd00046_c1 + cpd08301_c1
HBUHL1_c1,13.05235,HBUHL1_c1: 3hbacp-c_c1 --> 2beacp-c_c1 + cpd00001_c1
rxn01316_c1,0,rxn01316_c1: cpd00001_c1 + cpd00061_c1 + cpd00492_c1 --> cpd00009_c1 + cpd00232_c1
rxn30403_c1,0,rxn30403_c1: cpd00005_c1 + cpd00067_c1 + cpd19045_c1 <=> cpd00006_c1 + cpd19046_c1
rxn00558_c1,-1.926272218,rxn00558_c1: cpd00079_c1 <=> cpd00072_c1
rxn00747_c1,-3.06500006,rxn00747_c1: cpd00095_c1 <=> cpd00102_c1
rxn10558_c1,0,rxn10558_c1: cpd00001_c1 + cpd00002_c1 + cpd00205_e0 --> cpd00008_c1 + cpd00009_c1 + cpd00067_e0 + cpd00205_c1
UGMDDS_c1,0,UGMDDS_c1: cpd00002_c1 + cpd00731_c1 + cpd02964_c1 --> cpd00008_c1 + cpd00009_c1 + cpd00067_c1 + ugmda-c_c1
rxn15114_c1,-0.80192486,rxn15114_c1: cpd19028_c1 <=> cpd00171_c1
rxn02303_c1,0,rxn02303_c1: cpd00007_c1 + 2.0 cpd00067_c1 + cpd02083_c1 --> 2.0 cpd00001_c1 + 2.0 cpd00011_c1 + cpd00791_c1
rxn11545_c1,0,rxn11545_c1: 0.5 cpd00007_c1 + cpd00067_c1 + cpd03420_c1 --> cpd03833_c1
rxn03514_c1,0,rxn03514_c1: cpd00017_c1 + cpd03834_c1 --> cpd00019_c1 + cpd00067_c1 + cpd03839_c1
rxn00420_c1,2.223168507,rxn00420_c1: cpd00001_c1 + cpd00738_c1 --> cpd00009_c1 + cpd00054_c1
rxn08241_c1,0,rxn08241_c1: cpd00149_c1 <=> cpd00149_e0
PAPPT3_c1,0,PAPPT3_c1: cpd19245_c1 + ugmda-c_c1 --> cpd00091_c1 + cpd03494_c1
rxn30718_c1,0,rxn30718_c1: cpd00001_c1 + cpd00061_c1 + cpd00817_c1 --> cpd00009_c1 + cpd02730_c1
rxn00151_c1,0,rxn00151_c1: cpd00002_c1 + cpd00009_c1 + cpd00020_c1 --> cpd00012_c1 + cpd00018_c1 + cpd00061_c1 + cpd00067_c1
NIT2_c1,6.966434037,NIT2_c1: 8.0 cpd00001_c1 + 8.0 cpd00002_c1 + 2.0 cpd00067_c1 + cpd00528_c1 + 4.0 fdxr-4-COLON-2-c_c1 --> 8.0 cpd00008_c1 + 8.0 cpd00009_c1 + cpd11640_c1 + 2.0 cpd19013_c1 + 4.0 fdxo-4-COLON-2-c_c1
rxn01790_c1,0,rxn01790_c1: cpd00005_c1 + cpd00067_c1 + cpd00712_c1 --> cpd00006_c1 + cpd00408_c1
HDDR5_c1,13.05235,HDDR5_c1: 3oxddacp-c_c1 + cpd00005_c1 + cpd00067_c1 --> 3hddacp-c_c1 + cpd00006_c1
rxn02200_c1,0,rxn02200_c1: cpd00443_c1 + cpd00954_c1 --> cpd00001_c1 + cpd00683_c1
rxn00779_c1,0,rxn00779_c1: cpd00001_c1 + cpd00006_c1 + cpd00102_c1 --> cpd00005_c1 + 2.0 cpd00067_c1 + cpd00169_c1
rxn05287_c1,0,rxn05287_c1: cpd00113_c1 + cpd00289_c1 --> cpd00012_c1 + cpd02591_c1
MACPMT_c1,91.33143374,MACPMT_c1: acp-c_c1 + cpd00070_c1 --> cpd00010_c1 + malacp-c_c1
rxn06045_c1,0,rxn06045_c1: cpd00080_c1 + cpd11427_c1 --> cpd00046_c1 + cpd00067_c1 + cpd11454_c1
rxn05616_c1,-0.063880058,rxn05616_c1: cpd00254_c1 <=> cpd00254_e0
rxn00851_c1,0,rxn00851_c1: cpd00002_c1 + 2.0 cpd00117_c1 <=> cpd00008_c1 + cpd00009_c1 + cpd00067_c1 + cpd00731_c1
rxn05150_c1,0,rxn05150_c1: cpd00001_c1 + cpd00002_c1 + cpd00034_e0 --> cpd00008_c1 + cpd00009_c1 + cpd00034_c1 + cpd00067_c1
rxn02465_c1,-0.402675429,rxn02465_c1: cpd00006_c1 + cpd00009_c1 + cpd00918_c1 <=> cpd00005_c1 + cpd00067_c1 + cpd02552_c1
rxn02895_c1,0.316886941,rxn02895_c1: cpd00002_c1 + cpd00033_c1 + cpd01982_c1 --> cpd00008_c1 + cpd00009_c1 + cpd00067_c1 + cpd02394_c1
FRD5_c1,-0.385627687,FRD5_c1: cpd00036_c1 + cpd11606_c1 <=> cpd00106_c1 + cpd23255_c1
HHDHL7_c1,0,HHDHL7_c1: 3hpaacp-c_c1 --> 2thdeacp-c_c1 + cpd00001_c1
rxn03393_c1,0,rxn03393_c1: cpd00067_c1 + cpd03443_c1 --> cpd00011_c1 + cpd03444_c1
rxn05651_c1,0.333891014,rxn05651_c1: cpd00048_e0 + cpd00067_e0 --> cpd00048_c1 + cpd00067_c1
rxn05221_c1,0,rxn05221_c1: cpd00129_e0 + cpd00971_e0 <=> cpd00129_c1 + cpd00971_c1
rxn01069_c1,0.938540827,rxn01069_c1: cpd00001_c1 + cpd00809_c1 --> cpd00009_c1 + cpd00161_c1
rxn30145_c1,0.400970554,rxn30145_c1: cpd19046_c1 --> cpd00001_c1 + cpd00508_c1
rxn06044_c1,0,rxn06044_c1: cpd00054_c1 + cpd11427_c1 --> cpd00046_c1 + cpd00067_c1 + cpd11455_c1
COBAT_c1,0,COBAT_c1: cpd00009_c1 + cpd00012_c1 + cpd00166_c1 <=> cpd00002_c1 + 0.5 cpd00025_c1 + cpd00067_c1 + cpd00635_c1
rxn00409_c1,-0.041380211,rxn00409_c1: cpd00002_c1 + cpd00096_c1 <=> cpd00008_c1 + cpd00052_c1
TADSK_c1,0,TADSK_c1: cpd00001_c1 + cpd00002_c1 + cpd02993_c1 --> cpd00008_c1 + cpd00009_c1 + cpd00067_c1 + lipid4-c_c1
rxn01675_c1,0,rxn01675_c1: cpd00067_c1 + cpd00089_c1 + cpd00357_c1 --> cpd00012_c1 + cpd00626_c1
rxn00839_c1,0.0413789,rxn00839_c1: cpd00002_c1 + cpd00177_c1 <=> cpd00008_c1 + cpd00115_c1
rxn00791_c1,0.077382467,rxn00791_c1: cpd00093_c1 + cpd00103_c1 --> cpd00012_c1 + cpd02642_c1
rxn27926_c1,0.128970778,rxn27926_c1: cpd00023_c1 + cpd00930_c1 --> cpd00024_c1 + cpd00067_c1 + cpd00807_c1
rxn00361_c1,0.333891014,rxn00361_c1: cpd00002_c1 + cpd00193_c1 --> cpd00008_c1 + cpd00044_c1 + cpd00067_c1
NH4OHD_c1,0,NH4OHD_c1: cpd00067_c1 + cpd00985_c1 <=> cpd00001_c1 + cpd19013_c1
rxn00686_c1,0,rxn00686_c1: cpd00005_c1 + cpd00067_c1 + cpd00330_c1 <=> cpd00006_c1 + cpd00087_c1
rxn01465_c1,-0.385627687,rxn01465_c1: cpd00001_c1 + cpd00282_c1 <=> cpd00067_c1 + cpd00343_c1
rxn00499_c1,0,rxn00499_c1: cpd00003_c1 + cpd00159_c1 <=> cpd00004_c1 + cpd00020_c1 + cpd00067_c1
rxn00806_c1,-0.613327701,rxn00806_c1: cpd00024_c1 + cpd00107_c1 <=> cpd00023_c1 + cpd00200_c1
CPPPGOAN_c1,0,CPPPGOAN_c1: 2.0 cpd00005_c1 + 2.0 cpd00017_c1 + cpd02083_c1 + 2.0 fdxo-4-COLON-2-c_c1 --> 2.0 cpd00006_c1 + 2.0 cpd00011_c1 + 2.0 cpd00060_c1 + 2.0 cpd00067_c1 + cpd00791_c1 + 2.0 cpd03091_c1 + 2.0 fdxr-4-COLON-2-c_c1
NH4t3_c1,0,NH4t3_c1: cpd00205_c1 + cpd19013_e0 --> cpd00205_e0 + cpd19013_c1
rxn05161_c1,0,rxn05161_c1: cpd00001_c1 + cpd00002_c1 + cpd00107_e0 --> cpd00008_c1 + cpd00009_c1 + cpd00067_c1 + cpd00107_c1
rxn01211_c1,0.76274466,rxn01211_c1: cpd00001_c1 + cpd00347_c1 <=> cpd00067_c1 + cpd00201_c1
rxn03909_c1,0,rxn03909_c1: cpd00020_c1 + cpd00067_c1 + cpd00102_c1 --> cpd00011_c1 + cpd08289_c1
GLCS1_c1,0,GLCS1_c1: adpglc-c_c1 --> cpd00008_c1 + cpd00067_c1 + cpd00155_c1
rxn02476_c1,0.517316121,rxn02476_c1: cpd00061_c1 + cpd02030_c1 <=> cpd00009_c1 + cpd00932_c1
UGSAT_c1,0,UGSAT_c1: acp-c_c1 + cpd00067_c1 + cpd02835_c1 <=> 3htdacp-c_c1 + cpd03584_c1
SBDH_c1,0,SBDH_c1: cpd00006_c1 + cpd00804_c1 --> cpd00005_c1 + cpd00067_c1 + srb1p-c_c1
rxn00559_c1,0,rxn00559_c1: cpd00235_c1 <=> cpd00072_c1
rxn05243_c1,0,rxn05243_c1: cpd00067_e0 + cpd00107_e0 <=> cpd00067_c1 + cpd00107_c1
rxn03513_c1,0,rxn03513_c1: cpd00017_c1 + cpd03833_c1 --> cpd00019_c1 + 3.0 cpd00067_c1 + cpd03834_c1
rxn05209_c1,0,rxn05209_c1: cpd00067_e0 + cpd00971_c1 --> cpd00067_c1 + cpd00971_e0
TDACPHL_c1,0.042731739,TDACPHL_c1: cpd00001_c1 + cpd11475_c1 --> acp-c_c1 + cpd00067_c1 + cpd03847_c1
rxn00711_c1,0,rxn00711_c1: cpd00092_c1 + cpd00103_c1 --> cpd00012_c1 + cpd00091_c1
rxn02297_c1,0,rxn02297_c1: cpd00035_c1 + cpd00067_c1 + cpd00782_c1 <=> cpd00010_c1 + cpd00011_c1 + cpd00800_c1
rxn00173_c1,0,rxn00173_c1: cpd00009_c1 + cpd00022_c1 <=> cpd00010_c1 + cpd00196_c1
rxn01406_c1,0,rxn01406_c1: cpd00118_c1 + cpd00837_c1 --> cpd00067_c1 + cpd00147_c1 + cpd00264_c1
rxn01143_c1,0,rxn01143_c1: cpd00002_c1 + cpd00184_c1 --> cpd00008_c1 + cpd00067_c1 + cpd00298_c1
rxn00459_c1,0,rxn00459_c1: cpd00482_c1 <=> cpd00001_c1 + cpd00061_c1
NADPH5_c1,0,NADPH5_c1: cpd00005_c1 + 3.0 cpd00067_c1 + cpd11606_c1 --> cpd00006_c1 + 2.0 cpd00067_e0 + cpd23255_c1
rxn02835_c1,0.128970778,rxn02835_c1: cpd00001_c1 + cpd00067_c1 + cpd01777_c1 --> cpd02979_c1
rxn03908_c1,0,rxn03908_c1: cpd00002_c1 + cpd08287_c1 --> cpd00008_c1 + cpd00067_c1 + cpd08288_c1
HHYR2_c1,13.05235,HHYR2_c1: 3oxhacp-c_c1 + cpd00005_c1 + cpd00067_c1 --> 3hhacp-c_c1 + cpd00006_c1
rxn01509_c1,0,rxn01509_c1: cpd00002_c1 + cpd00296_c1 <=> cpd00008_c1 + cpd00295_c1
