0,1,2
rxn08469_c00,0,rxn08469_c00: cpd00007_c00 + cpd01270_c00 + cpd11579_c00 --> cpd00001_c00 + cpd00050_c00 + cpd00067_c00 + cpd00071_c00 + cpd00081_c00
rxn09449_c00,0,rxn09449_c00: cpd00002_c00 + cpd00010_c00 + cpd01080_c00 --> cpd00012_c00 + cpd00018_c00 + cpd00067_c00 + cpd00327_c00
rxn01504_c00,0.002751017,rxn01504_c00: cpd00292_c00 <=> cpd00001_c00 + cpd02068_c00
rxn16112_c00,0,rxn16112_c00: cpd06703_c00 --> 2.0 cpd00067_c00 + cpd03763_c00
rxn05247_c00,0,rxn05247_c00: cpd00002_c00 + cpd00010_c00 + cpd11430_c00 <=> cpd00012_c00 + cpd00018_c00 + cpd11435_c00
rxn10222_c00,0,rxn10222_c00: cpd00052_c00 + cpd15679_c00 <=> cpd00012_c00 + cpd00067_c00 + cpd15685_c00
rxn03251_c00,0,rxn03251_c00: cpd00015_c00 + cpd00067_c00 + cpd03124_c00 <=> cpd00982_c00 + cpd03125_c00
rxn10060_c00,-1747.033537,rxn10060_c00: cpd00003_c00 + cpd00357_c00 <=> cpd00006_c00 + cpd00067_c00 + cpd00297_c00
rxn04153_c00,0,rxn04153_c00: cpd00005_c00 + cpd00007_c00 + cpd00067_c00 + cpd08629_c00 --> 2.0 cpd00001_c00 + cpd00006_c00 + cpd08630_c00
rxn07465_c00,0,rxn07465_c00: cpd00067_c00 + cpd02095_c00 --> cpd00011_c00 + cpd00726_c00
rxn06334_c00,0.002751017,rxn06334_c00: cpd02125_c00 + cpd11610_c00 --> cpd00760_c00 + cpd11609_c00
rxn02373_c00,0,rxn02373_c00: cpd00006_c00 + cpd00009_c00 + cpd00858_c00 <=> cpd00005_c00 + cpd00067_c00 + cpd02097_c00
rxn08756_c00,0.002215428,rxn08756_c00: cpd00001_c00 + cpd00003_c00 + cpd00113_c00 --> cpd00004_c00 + cpd00067_c00 + cpd08615_c00
rxn05444_c00,0.002751017,rxn05444_c00: cpd00004_c00 + cpd00067_c00 + cpd11543_c00 --> cpd00003_c00 + cpd11544_c00
rxn05329_c00,0.009692569,rxn05329_c00: cpd11478_c00 <=> cpd00001_c00 + cpd11465_c00
rxn10587_c00,0,rxn10587_c00: cpd00067_e2 + cpd00430_e2 <=> cpd00067_c00 + cpd00430_c00
rxn05349_c00,0.012443586,rxn05349_c00: cpd00022_c00 + cpd11493_c00 <=> cpd00010_c00 + cpd11494_c00
rxn01127_c00,0,rxn01127_c00: cpd00002_c00 + cpd00067_c00 + cpd00294_c00 <=> cpd00008_c00 + cpd00177_c00
rxn02473_c00,0,rxn02473_c00: cpd02843_c00 --> cpd00001_c00 + cpd00930_c00
rxn__DASH__cpd00854__DASH__cons__DASH__c00_c00,0,rxn__DASH__cpd00854__DASH__cons__DASH__c00_c00: 2.0 cpd00001_c00 + cpd00003_c00 + cpd00007_c00 + cpd00854_c00 --> cpd00004_c00 + cpd00011_c00 + cpd00020_c00 + 2.0 cpd00067_c00 + cpd00199_c00
rxn08470_c00,0,rxn08470_c00: cpd00007_c00 + cpd01270_c00 + cpd11596_c00 <=> cpd00001_c00 + cpd00050_c00 + cpd00067_c00 + cpd00081_c00 + cpd01011_c00
rxn02934_c00,0.002751017,rxn02934_c00: cpd02691_c00 <=> cpd00001_c00 + cpd02125_c00
rxn00237_c00,0.024105314,rxn00237_c00: cpd00002_c00 + cpd00031_c00 <=> cpd00008_c00 + cpd00038_c00
rxn00512_c00,0,rxn00512_c00: cpd00003_c00 + cpd00139_c00 <=> cpd00004_c00 + cpd00040_c00 + cpd00067_c00
rxn00799_c00,0,rxn00799_c00: cpd00130_c00 <=> cpd00001_c00 + cpd00106_c00
rxn06080_c00,0,rxn06080_c00: cpd00001_c00 + cpd11454_c00 --> cpd00009_c00 + cpd00067_c00 + cpd11652_c00
rxn08810_c00,0,rxn08810_c00: cpd00001_c00 + cpd15318_c00 --> cpd00067_c00 + cpd01741_c00 + cpd02090_c00
rxn01115_c00,0,rxn01115_c00: cpd00006_c00 + cpd00284_c00 --> cpd00005_c00 + cpd00011_c00 + cpd00171_c00
rxn07680_c00,0,rxn07680_c00: cpd00003_c00 + cpd15045_c00 <=> cpd00004_c00 + cpd00067_c00 + cpd15046_c00
rxn02842_c00,0,rxn02842_c00: cpd00003_c00 + cpd01795_c00 <=> cpd00004_c00 + cpd00067_c00 + cpd02441_c00
rxn01952_c00,0,rxn01952_c00: cpd00009_c00 + cpd00492_c00 <=> cpd00001_c00 + cpd02612_c00
rxn02003_c00,0.001615428,rxn02003_c00: cpd00005_c00 + cpd00067_c00 + cpd00522_c00 --> cpd00006_c00 + cpd02113_c00
rxn00225_c00,0,rxn00225_c00: cpd00002_c00 + cpd00029_c00 <=> cpd00008_c00 + cpd00196_c00
rxn00980_c00,0,rxn00980_c00: cpd00001_c00 + cpd00727_c00 <=> cpd00009_c00 + cpd00139_c00
rxn00913_c00,0.0002,rxn00913_c00: cpd00001_c00 + cpd00126_c00 <=> cpd00009_c00 + cpd00311_c00
rxn05957_c00,0,rxn05957_c00: cpd00239_c00 + cpd00822_c00 <=> cpd00036_c00 + cpd00135_c00
rxn01230_c00,0,rxn01230_c00: cpd00001_c00 + cpd00003_c00 + cpd00406_c00 <=> cpd00004_c00 + cpd00067_c00 + cpd00210_c00
rxn06461_c00,0,rxn06461_c00: cpd00001_c00 + cpd01222_c00 --> cpd00067_c00 + cpd11988_c00
rxn00303_c00,0,rxn00303_c00: cpd00002_c00 + cpd00038_c00 --> cpd00018_c00 + 2.0 cpd00067_c00 + cpd02740_c00
rxn10770_c00,0,rxn10770_c00: cpd00003_c00 + cpd00098_c00 <=> cpd00004_c00 + cpd00067_c00 + cpd00447_c00
rxn06723_c00,0,rxn06723_c00: cpd03584_c00 + cpd11484_c00 --> cpd02835_c00 + cpd11493_c00
rxn03891_c00,0,rxn03891_c00: cpd00113_c00 + cpd00906_c00 --> cpd00012_c00 + cpd00067_c00 + cpd02590_c00
rxn09211_c00,0,rxn09211_c00: cpd00054_c00 + cpd15420_c00 --> cpd00046_c00 + 2.0 cpd00067_c00 + cpd15558_c00
rxn01643_c00,-0.037705499,rxn01643_c00: cpd00006_c00 + cpd00009_c00 + cpd00346_c00 <=> cpd00005_c00 + cpd00067_c00 + cpd01977_c00
rxn01368_c00,0,rxn01368_c00: cpd00001_c00 + cpd00067_c00 + cpd00367_c00 --> cpd00013_c00 + cpd00249_c00
rxn05350_c00,0,rxn05350_c00: cpd00067_c00 + cpd11472_c00 + cpd11492_c00 --> cpd00011_c00 + cpd11490_c00 + cpd11493_c00
rxn07625_c00,0,rxn07625_c00: cpd14601_c00 --> cpd14986_c00
rxn00260_c00,0,rxn00260_c00: cpd00024_c00 + cpd00041_c00 <=> cpd00023_c00 + cpd00032_c00
rxn05396_c00,0,rxn05396_c00: cpd11492_c00 + cpd11532_c00 --> cpd00011_c00 + cpd11493_c00 + cpd11533_c00
rxn00077_c00,0,rxn00077_c00: cpd00002_c00 + cpd00003_c00 --> cpd00006_c00 + cpd00008_c00 + cpd00067_c00
rxn03511_c00,0,rxn03511_c00: cpd03830_c00 <=> cpd03831_c00
rxn03181_c00,0,rxn03181_c00: cpd00002_c00 + cpd03002_c00 --> cpd00008_c00 + cpd00067_c00 + cpd02993_c00
rxn08844_c00,0,rxn08844_c00: cpd00001_c00 + cpd15342_c00 --> cpd00067_c00 + cpd00908_c00 + cpd15269_c00
rxn01825_c00,0,rxn01825_c00: cpd00007_c00 + cpd00426_c00 --> cpd00067_c00 + cpd00763_c00
rxn00364_c00,0.007303589,rxn00364_c00: cpd00002_c00 + cpd00046_c00 + cpd00067_c00 <=> cpd00008_c00 + cpd00096_c00
rxn03951_c00,0,rxn03951_c00: cpd00003_c00 + cpd03607_c00 <=> cpd00004_c00 + cpd00067_c00 + cpd04539_c00
rxn01219_c00,0,rxn01219_c00: cpd00002_c00 + cpd00067_c00 + cpd00206_c00 <=> cpd00008_c00 + cpd00533_c00
rxn04841_c00,0,rxn04841_c00: 2.0 cpd00042_c00 + cpd03555_c00 --> cpd00001_c00 + cpd00111_c00 + cpd02890_c00
rxn00695_c00,0,rxn00695_c00: cpd00002_c00 + cpd00089_c00 <=> cpd00012_c00 + cpd00387_c00
rxn02830_c00,0,rxn02830_c00: cpd00024_c00 + cpd01770_c00 <=> cpd00023_c00 + cpd03291_c00
rxn01103_c00,0,rxn01103_c00: cpd00001_c00 + cpd00203_c00 --> cpd00009_c00 + cpd00067_c00 + cpd00169_c00
rxn11834_c00,0,rxn11834_c00: cpd00003_c00 + cpd16395_c00 <=> cpd00004_c00 + cpd00067_c00 + cpd16396_c00
rxn02898_c00,0,rxn02898_c00: cpd02021_c00 --> cpd00010_c00 + cpd02295_c00
rxn03445_c00,42.55327773,rxn03445_c00: cpd00024_c00 + cpd03607_c00 <=> cpd00023_c00 + cpd03606_c00
rxn01446_c00,0,rxn01446_c00: cpd00009_c00 + cpd00277_c00 <=> cpd00207_c00 + cpd00509_c00
rxn05466_c00,0,rxn05466_c00: cpd00013_e2 --> cpd00013_c00
rxn01434_c00,0,rxn01434_c00: cpd00002_c00 + cpd00041_c00 + cpd00274_c00 --> cpd00012_c00 + cpd00018_c00 + 2.0 cpd00067_c00 + cpd02152_c00
rxn08168_c00,0,rxn08168_c00: cpd00041_c00 + cpd00106_c00 --> cpd00036_c00 + cpd00067_c00 + cpd03470_c00
rxn00831_c00,0,rxn00831_c00: cpd00001_c00 + cpd00114_c00 <=> cpd00009_c00 + cpd00246_c00
rxn00726_c00,0,rxn00726_c00: cpd00013_c00 + cpd00216_c00 --> cpd00001_c00 + cpd00020_c00 + cpd00067_c00 + cpd00093_c00
rxn03241_c00,0,rxn03241_c00: cpd03115_c00 <=> cpd00001_c00 + cpd03127_c00
rxn00143_c00,0,rxn00143_c00: cpd00001_c00 + cpd00019_c00 <=> cpd00128_c00 + cpd02227_c00
rxn00199_c00,0,rxn00199_c00: cpd00067_c00 + cpd03187_c00 --> cpd00011_c00 + cpd00024_c00
rxn00474_c00,0,rxn00474_c00: cpd00054_c00 + cpd00359_c00 <=> cpd00001_c00 + cpd00065_c00
rxn02406_c00,0,rxn02406_c00: cpd00001_c00 + cpd02503_c00 --> cpd00010_c00 + 2.0 cpd00067_c00 + cpd00876_c00
rxn01182_c00,0,rxn01182_c00: cpd00002_c00 + cpd00010_c00 + cpd00604_c00 --> cpd00012_c00 + cpd00018_c00 + cpd00067_c00 + cpd00192_c00
rxn03136_c00,0,rxn03136_c00: cpd02921_c00 <=> cpd00067_c00 + cpd00106_c00 + cpd02851_c00
rxn16331_c00,0,rxn16331_c00: cpd00791_c00 + 3.0 cpd15500_c00 <=> cpd01476_c00 + 3.0 cpd15499_c00
rxn04676_c00,0,rxn04676_c00: cpd00056_c00 + cpd00198_c00 <=> cpd00102_c00 + cpd09421_c00
rxn08822_c00,0,rxn08822_c00: cpd00001_c00 + cpd15358_c00 --> 2.0 cpd00067_c00 + cpd00080_c00 + cpd01080_c00
rxn08547_c00,0,rxn08547_c00: cpd00080_c00 + cpd11466_c00 <=> cpd11493_c00 + cpd15331_c00
rxn00992_c00,0,rxn00992_c00: cpd00003_c00 + cpd00797_c00 <=> cpd00004_c00 + cpd00067_c00 + cpd00142_c00
rxn10212_c00,0,rxn10212_c00: cpd00067_c00 + cpd01695_c00 + cpd15331_c00 <=> cpd00010_c00 + cpd15522_c00
rxn05384_c00,0,rxn05384_c00: cpd11492_c00 + cpd11520_c00 --> cpd00011_c00 + cpd11493_c00 + cpd11521_c00
rxn02819_c00,0,rxn02819_c00: cpd00017_c00 + cpd02787_c00 <=> cpd00019_c00 + cpd00067_c00 + cpd01736_c00
rxn06322_c00,0,rxn06322_c00: cpd00009_c00 + cpd00067_c00 + cpd11888_c00 --> cpd00008_c00 + cpd11794_c00
rxn02015_c00,0,rxn02015_c00: cpd00210_c00 + cpd00526_c00 --> cpd00001_c00 + cpd03047_c00
rxn00947_c00,0,rxn00947_c00: cpd00002_c00 + cpd00010_c00 + cpd00214_c00 --> cpd00012_c00 + cpd00018_c00 + cpd00067_c00 + cpd00134_c00
rxn03467_c00,0,rxn03467_c00: cpd00001_c00 + cpd03660_c00 --> cpd00232_c00 + cpd03661_c00
rxn05031_c00,0,rxn05031_c00: cpd02168_c00 --> cpd00012_c00 + cpd00067_c00 + cpd03205_c00
rxn04736_c00,0,rxn04736_c00: cpd00003_c00 + cpd01859_c00 <=> cpd00004_c00 + cpd00067_c00 + cpd09802_c00
rxn00259_c00,0,rxn00259_c00: cpd00442_c00 <=> cpd00022_c00 + cpd00032_c00 + cpd00067_c00
rxn00777_c00,0,rxn00777_c00: cpd00101_c00 <=> cpd00171_c00
rxn01986_c00,0,rxn01986_c00: cpd00509_c00 <=> cpd00510_c00
rxn14227_c00,0,rxn14227_c00: 4.0 cpd00067_c00 + cpd00484_c00 + 4.0 cpd11620_c00 --> cpd00001_c00 + cpd01042_c00 + 4.0 cpd11621_c00
rxn00616_c00,0,rxn00616_c00: cpd00015_c00 + cpd00067_c00 + cpd00080_c00 --> cpd00095_c00 + cpd00982_c00
rxn00016_c00,0,rxn00016_c00: cpd00001_c00 + cpd01157_c00 --> 2.0 cpd00122_c00
rxn00704_c00,0,rxn00704_c00: cpd00089_c00 <=> cpd00079_c00
rxn08295_c00,0,rxn08295_c00: cpd00008_c00 + cpd15522_c00 --> cpd00002_c00 + cpd15307_c00
rxn00908_c00,0,rxn00908_c00: cpd00003_c00 + cpd00033_c00 + cpd00087_c00 --> cpd00004_c00 + cpd00011_c00 + cpd00013_c00 + cpd00125_c00
rxn11710_c00,0,rxn11710_c00: cpd00001_c00 + cpd01393_c00 --> cpd00010_c00 + 2.0 cpd00067_c00 + cpd03848_c00
rxn05360_c00,0.002751017,rxn05360_c00: cpd00005_c00 + cpd00067_c00 + cpd11496_c00 --> cpd00006_c00 + cpd11497_c00
rxn06090_c00,0,rxn06090_c00: cpd00067_c00 + cpd11455_c00 --> cpd00011_c00 + cpd11456_c00
rxn10230_c00,0,rxn10230_c00: cpd00054_c00 + cpd15687_c00 <=> cpd00046_c00 + 2.0 cpd00067_c00 + cpd15693_c00
rxn14077_c00,0,rxn14077_c00: cpd00020_c00 + cpd00118_c00 <=> cpd00035_c00 + cpd00434_c00
rxn00410_c00,0,rxn00410_c00: cpd00002_c00 + cpd00013_c00 + cpd00062_c00 <=> cpd00008_c00 + cpd00009_c00 + cpd00052_c00 + 2.0 cpd00067_c00
rxn01673_c00,0.002069221,rxn01673_c00: cpd00002_c00 + cpd00533_c00 <=> cpd00008_c00 + cpd00356_c00
rxn00187_c00,0,rxn00187_c00: cpd00002_c00 + cpd00013_c00 + cpd00023_c00 --> cpd00008_c00 + cpd00009_c00 + cpd00053_c00 + cpd00067_c00
rxn04744_c00,0,rxn04744_c00: cpd00001_c00 + cpd00003_c00 + cpd09811_c00 <=> cpd00004_c00 + 2.0 cpd00067_c00 + cpd09812_c00
rxn00330_c00,105.9602191,rxn00330_c00: cpd00001_c00 + cpd00022_c00 + cpd00040_c00 --> cpd00010_c00 + cpd00067_c00 + cpd00130_c00
rxn02288_c00,0.0002,rxn02288_c00: 4.0 cpd00067_c00 + cpd00774_c00 --> 4.0 cpd00011_c00 + cpd02083_c00
rxn01358_c00,0,rxn01358_c00: cpd00009_c00 + cpd00246_c00 <=> cpd00226_c00 + cpd00475_c00
rxn08814_c00,0,rxn08814_c00: cpd00001_c00 + cpd15322_c00 --> cpd00067_c00 + cpd02090_c00 + cpd15237_c00
rxn01117_c00,0,rxn01117_c00: cpd00817_c00 <=> cpd00171_c00
rxn05359_c00,0.002751017,rxn05359_c00: cpd11492_c00 + cpd11495_c00 --> cpd00011_c00 + cpd11493_c00 + cpd11496_c00
rxn15684_c00,0,rxn15684_c00: cpd11610_c00 + cpd14605_c00 --> cpd11609_c00 + cpd14601_c00
rxn04068_c00,0,rxn04068_c00: cpd00001_c00 + cpd01318_c00 <=> cpd00033_c00 + cpd00526_c00
rxn03046_c00,0,rxn03046_c00: cpd00002_c00 + cpd02519_c00 <=> cpd00008_c00 + cpd00067_c00 + cpd02744_c00
rxn00789_c00,0,rxn00789_c00: cpd00002_c00 + cpd00103_c00 --> cpd00012_c00 + cpd00067_c00 + cpd01775_c00
rxn07684_c00,0,rxn07684_c00: cpd00003_c00 + cpd15049_c00 <=> cpd00004_c00 + cpd00067_c00 + cpd15050_c00
rxn00141_c00,-0.0006,rxn00141_c00: cpd00001_c00 + cpd00019_c00 <=> cpd00135_c00 + cpd00182_c00
rxn05405_c00,0.002751017,rxn05405_c00: cpd00005_c00 + cpd00067_c00 + cpd11541_c00 --> cpd00006_c00 + cpd11542_c00
rxn05439_c00,0.002751017,rxn05439_c00: cpd00004_c00 + cpd00067_c00 + cpd11523_c00 --> cpd00003_c00 + cpd11524_c00
rxn05514_c00,0,rxn05514_c00: cpd00063_e2 + cpd00067_c00 --> cpd00063_c00 + cpd00067_e2
rxn01512_c00,-1747.033537,rxn01512_c00: cpd00002_c00 + cpd00297_c00 <=> cpd00008_c00 + cpd00357_c00
rxn00863_c00,0,rxn00863_c00: cpd00001_c00 + cpd00003_c00 + cpd01324_c00 <=> cpd00004_c00 + 2.0 cpd00067_c00 + cpd00119_c00
rxn02174_c00,0,rxn02174_c00: cpd00001_c00 + cpd02143_c00 <=> cpd00067_c00 + cpd00653_c00
rxn02803_c00,0,rxn02803_c00: cpd00015_c00 + cpd00067_c00 + cpd01695_c00 <=> cpd00982_c00 + cpd03127_c00
rxn00394_c00,0,rxn00394_c00: cpd00001_c00 + cpd00051_c00 --> cpd00064_c00 + cpd00073_c00
rxn03465_c00,0,rxn03465_c00: cpd00001_c00 + cpd03659_c00 --> cpd00232_c00 + cpd03660_c00
rxn09041_c00,0,rxn09041_c00: 3.0 cpd00001_c00 + 2.0 cpd00002_c00 + cpd00003_c00 + cpd03448_c00 --> cpd00004_c00 + 2.0 cpd00008_c00 + 2.0 cpd00009_c00 + 3.0 cpd00067_c00 + cpd03449_c00
rxn04384_c00,0,rxn04384_c00: cpd00002_c00 + cpd02547_c00 + cpd03917_c00 --> cpd00008_c00 + cpd00009_c00 + cpd00067_c00 + cpd03919_c00
rxn10207_c00,-26.49478078,rxn10207_c00: cpd00080_c00 + cpd11435_c00 <=> cpd00010_c00 + cpd15673_c00
rxn01827_c00,0,rxn01827_c00: cpd00007_c00 + cpd00868_c00 --> cpd00011_c00 + cpd00426_c00
rxn08333_c00,0,rxn08333_c00: cpd02295_c00 + cpd02557_c00 --> cpd00011_c00 + cpd00012_c00 + cpd15353_c00
rxn08798_c00,0,rxn08798_c00: cpd00001_c00 + cpd15330_c00 --> 2.0 cpd00067_c00 + cpd00080_c00 + cpd15298_c00
rxn00702_c00,0,rxn00702_c00: cpd00052_c00 + cpd00089_c00 <=> cpd00012_c00 + cpd00390_c00
rxn11768_c00,0,rxn11768_c00: cpd00001_c00 + cpd00003_c00 + cpd02832_c00 <=> cpd00004_c00 + cpd00067_c00 + cpd16422_c00
rxn03253_c00,0,rxn03253_c00: cpd00015_c00 + cpd00067_c00 + cpd03128_c00 <=> cpd00982_c00 + cpd03129_c00
rxn00790_c00,0,rxn00790_c00: cpd00001_c00 + cpd00053_c00 + cpd00103_c00 --> cpd00012_c00 + cpd00023_c00 + cpd00067_c00 + cpd01982_c00
rxn06577_c00,0,rxn06577_c00: cpd00067_c00 + cpd00133_c00 + cpd12522_c00 --> cpd00003_c00 + cpd11953_c00
rxn02115_c00,0,rxn02115_c00: cpd00361_c00 <=> cpd01221_c00
rxn00280_c00,0,rxn00280_c00: cpd00001_c00 + cpd00003_c00 + cpd02051_c00 <=> cpd00004_c00 + cpd00020_c00 + cpd00035_c00 + cpd00067_c00
rxn00255_c00,0,rxn00255_c00: cpd02544_c00 <=> cpd00020_c00 + cpd00032_c00
rxn01466_c00,0,rxn01466_c00: cpd00113_c00 + cpd00283_c00 --> cpd00012_c00 + cpd00067_c00 + cpd00350_c00
rxn08838_c00,0,rxn08838_c00: cpd00001_c00 + cpd15336_c00 --> cpd00067_c00 + cpd00908_c00 + cpd01741_c00
rxn00014_c00,0,rxn00014_c00: cpd00025_c00 + 2.0 cpd00067_c00 + 2.0 cpd00110_c00 --> 2.0 cpd00001_c00 + 2.0 cpd00109_c00
rxn08848_c00,0,rxn08848_c00: cpd00001_c00 + cpd15346_c00 --> cpd00067_c00 + cpd00214_c00 + cpd02090_c00
rxn00175_c00,0,rxn00175_c00: cpd00002_c00 + cpd00010_c00 + cpd00029_c00 --> cpd00012_c00 + cpd00018_c00 + cpd00022_c00 + cpd00067_c00
rxn07312_c00,0,rxn07312_c00: cpd00017_c00 + cpd01306_c00 --> cpd00019_c00 + cpd00067_c00 + cpd05727_c00
rxn02942_c00,0,rxn02942_c00: cpd00001_c00 + cpd03055_c00 --> cpd02154_c00
rxn02276_c00,0,rxn02276_c00: cpd00763_c00 <=> cpd00780_c00
rxn05211_c00,-105.6880314,rxn05211_c00: cpd00067_e2 + cpd00137_e2 <=> cpd00067_c00 + cpd00137_c00
rxn02186_c00,0,rxn02186_c00: cpd00005_c00 + cpd00067_c00 + cpd00668_c00 <=> cpd00006_c00 + cpd02498_c00
rxn03871_c00,0,rxn03871_c00: cpd00001_c00 + cpd06705_c00 --> 2.0 cpd00067_c00 + cpd00782_c00
rxn06753_c00,0,rxn06753_c00: cpd00044_c00 + cpd12639_c00 <=> cpd00045_c00 + cpd00067_c00 + cpd12642_c00
rxn12009_c00,0,rxn12009_c00: cpd00001_c00 + cpd00002_c00 + cpd00127_c00 --> cpd00009_c00 + cpd00018_c00 + 2.0 cpd00067_c00 + cpd01773_c00
rxn08311_c00,0,rxn08311_c00: cpd00052_c00 + cpd15526_c00 --> cpd00012_c00 + cpd00067_c00 + cpd15421_c00
rxn14090_c00,0,rxn14090_c00: cpd00202_c00 + cpd18007_c00 --> cpd00012_c00 + cpd00067_c00 + cpd18036_c00
rxn05372_c00,0.002751017,rxn05372_c00: cpd00005_c00 + cpd00067_c00 + cpd11508_c00 --> cpd00006_c00 + cpd11509_c00
rxn12158_c00,0,rxn12158_c00: cpd00009_c00 + cpd00387_c00 --> cpd00008_c00 + cpd00089_c00
rxn03287_c00,0,rxn03287_c00: cpd00003_c00 + cpd03231_c00 <=> cpd00004_c00 + cpd00067_c00 + cpd03232_c00
rxn14089_c00,0,rxn14089_c00: cpd00003_c00 + cpd04016_c00 <=> cpd00004_c00 + cpd00067_c00 + cpd15064_c00
rxn06790_c00,0,rxn06790_c00: cpd00007_c00 + cpd03215_c00 + cpd11610_c00 --> 2.0 cpd00001_c00 + cpd03216_c00 + cpd11609_c00
rxn10219_c00,0,rxn10219_c00: cpd11441_c00 + cpd15676_c00 <=> cpd00010_c00 + cpd00067_c00 + cpd15682_c00
rxn02070_c00,0,rxn02070_c00: cpd00005_c00 + cpd00067_c00 + cpd00566_c00 --> cpd00006_c00 + cpd03250_c00
rxn05233_c00,0,rxn05233_c00: cpd00031_c00 + cpd11421_c00 <=> cpd00001_c00 + cpd00295_c00 + cpd11420_c00
rxn00048_c00,0,rxn00048_c00: cpd00067_c00 + 2.0 cpd02656_c00 --> cpd00220_c00 + cpd02882_c00
rxn04630_c00,0,rxn04630_c00: cpd00017_c00 + cpd06996_c00 <=> cpd00019_c00 + cpd00067_c00 + cpd09264_c00
rxn03848_c00,0,rxn03848_c00: cpd00001_c00 + cpd00067_c00 + cpd03963_c00 --> cpd00011_c00 + cpd00013_c00 + cpd00073_c00
rxn00943_c00,0,rxn00943_c00: cpd00001_c00 + cpd00134_c00 --> cpd00010_c00 + cpd00067_c00 + cpd00214_c00
rxn10264_c00,0,rxn10264_c00: cpd00080_c00 + cpd15688_c00 <=> cpd00046_c00 + cpd15721_c00
rxn05440_c00,0.002751017,rxn05440_c00: cpd00004_c00 + cpd00067_c00 + cpd11527_c00 --> cpd00003_c00 + cpd11528_c00
rxn08345_c00,0,rxn08345_c00: cpd00005_c00 + cpd00067_c00 + cpd01793_c00 <=> cpd00006_c00 + cpd15351_c00
rxn08299_c00,0,rxn08299_c00: cpd00008_c00 + cpd15526_c00 --> cpd00002_c00 + cpd15311_c00
rxn06043_c00,0,rxn06043_c00: cpd00052_c00 + cpd11422_c00 <=> cpd00012_c00 + cpd00067_c00 + cpd11427_c00
rxn05394_c00,0,rxn05394_c00: cpd11530_c00 --> cpd00001_c00 + cpd11531_c00
rxn02212_c00,0,rxn02212_c00: cpd02857_c00 --> cpd00009_c00 + cpd00699_c00
rxn05335_c00,0,rxn05335_c00: cpd11484_c00 <=> cpd00001_c00 + cpd11467_c00
rxn00337_c00,0.037705499,rxn00337_c00: cpd00002_c00 + cpd00041_c00 <=> cpd00008_c00 + cpd01977_c00
rxn09206_c00,0,rxn09206_c00: cpd00054_c00 + cpd15423_c00 --> cpd00046_c00 + 2.0 cpd00067_c00 + cpd15553_c00
rxn05618_c00,0,rxn05618_c00: cpd00030_e2 + cpd00067_e2 --> cpd00030_c00 + cpd00067_c00
rxn06139_c00,0,rxn06139_c00: cpd00002_c00 + cpd11423_c00 <=> cpd00008_c00 + cpd11422_c00
rxn05089_c00,0,rxn05089_c00: cpd00001_c00 + cpd00007_c00 + cpd04131_c00 --> cpd00025_c00 + cpd00084_c00 + cpd11253_c00
rxn01548_c00,0,rxn01548_c00: cpd00009_c00 + cpd00311_c00 <=> cpd00207_c00 + cpd00475_c00
rxn08710_c00,0,rxn08710_c00: 3.0 cpd00067_c00 + cpd03587_c00 + cpd03831_c00 <=> cpd00008_c00 + cpd15485_c00
rxn12671_c00,0,rxn12671_c00: cpd00067_e2 + cpd00197_e2 <=> cpd00067_c00 + cpd00197_c00
rxn03408_c00,0,rxn03408_c00: cpd00037_c00 + cpd03494_c00 <=> cpd00014_c00 + cpd03495_c00
rxn00641_c00,0,rxn00641_c00: cpd00038_c00 + cpd00485_c00 <=> cpd00012_c00 + cpd00083_c00
rxn00211_c00,0,rxn00211_c00: cpd00001_c00 + 2.0 cpd00003_c00 + cpd00026_c00 <=> 2.0 cpd00004_c00 + 3.0 cpd00067_c00 + cpd00144_c00
rxn03910_c00,0,rxn03910_c00: cpd00046_c00 + cpd08301_c00 --> cpd08288_c00
rxn00979_c00,0,rxn00979_c00: cpd00001_c00 + cpd00003_c00 + cpd00229_c00 <=> cpd00004_c00 + 2.0 cpd00067_c00 + cpd00139_c00
rxn01256_c00,0,rxn01256_c00: cpd00216_c00 --> cpd00219_c00
rxn05733_c00,0,rxn05733_c00: cpd00268_c00 + cpd00722_c00 + cpd11421_c00 <=> cpd00029_c00 + cpd00067_c00 + cpd00081_c00 + cpd00084_c00 + cpd11420_c00
rxn02745_c00,0,rxn02745_c00: cpd00007_c00 + cpd01822_c00 --> 2.0 cpd00067_c00 + cpd01498_c00
rxn05298_c00,0,rxn05298_c00: cpd00023_e2 + cpd00971_e2 <=> cpd00023_c00 + cpd00971_c00
rxn00558_c00,0,rxn00558_c00: cpd00079_c00 <=> cpd00072_c00
rxn03289_c00,0,rxn03289_c00: cpd00003_c00 + cpd03233_c00 <=> cpd00004_c00 + cpd00067_c00 + cpd03248_c00
rxn00420_c00,0,rxn00420_c00: cpd00001_c00 + cpd00738_c00 <=> cpd00009_c00 + cpd00054_c00
rxn06314_c00,0,rxn06314_c00: cpd00256_c00 + cpd12322_c00 <=> cpd00046_c00 + cpd00067_c00 + cpd11789_c00
rxn11732_c00,0,rxn11732_c00: cpd00003_c00 + cpd01709_c00 <=> cpd00004_c00 + cpd00024_c00 + cpd00067_c00
rxn01872_c00,0,rxn01872_c00: cpd00078_c00 + cpd00449_c00 <=> cpd00010_c00 + cpd00860_c00
